Ticker,Name,Sector,Industry,Large Growth,Large Value,Small Growth,Small Value,Market 3000,Midcap,Mid Growth,Mid Value,Top 200 stocks,10-20 Year Treasury Bond,1-3 Year Treasury Bond,20 Year Treasury Bond,3-7 Year Treasury Bond ,7-10 Year Treasury Bond ,Agency Bond ,500 Quality ,Global Water  , Senior Loan , Taxable Municipal Bond , Water Resources ,Clean Energy ,Emerging Markets Bond , MBS ,Brazil ,China ,NextGen Real Estate ,Merger Arbitrage ,China Internet ,Global Carbon,Cancer Immunotherapy ,China BioPharma ,Materials Select Sector,Inflation Expectations ,Natural Gas, VIX Mid-Term Futures ,Global Robotics and Automation  ,Sports Betting & iGaming ,Intl Large Company  ,Silver Trust,Corn ,Soybeans,Wheat ,Jets ,United States Natural Gas,Africa  ,Agribusiness , Environmental Services , Mortgage REIT Income , Semiconductor , Video Gaming and eSports , Emerging Markets Govt Bd Idx, Global ex-US Real Estate  Fd, Mega Cap 300 Value  ,Pharmaceuticals ,Semiconductor ,3D Printing ,Platinum,MLP,Dividend Dogs , Online Retail ,Cannabis ,ARK Innovation ,Dry Bulk Shipping ,Value and Momentum ,Communication Services,Consumer Discretionary,Consumer Staples,Work From Home ,Cyber Security ,Travel Tech ,Financials,Cloud Computing ,MicroCap  ,Industrials/Producer Drbls,North American Energy Infrastructure,Water ,South Korea ,Artificial Intelligence & Technology ,Health and Wellness ,Lithium & Battery Tech ,Uranium ,Health Care,Housing ,British Pound Strlng,Euro Trust,Japanese Yen Trust,Agriculture ,Precious Metals ,Healthcare Momentum ,BioTech & Genome ,Leisure & Entertainment ,Property & Casualty Insurance ,500 Quality , Solar ,Aluminum Strategy ,Nickel,Tin, Environmental Services , Uranium+Nuclear Energy ,Generative Artificial Intelligence ,Cybersecurity ,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities,Aerospace & Defense,Air Freight & Logistics,Automobile Components,Automobiles,Banks,Beverages,Biotechnology,Broadline Retail,Building Products,Capital Markets,Chemicals,Commercial Services & Supplies,Communications Equipment,Construction & Engineering,Construction Materials,Consumer Finance,Consumer Staples Distribution & Retail,Containers & Packaging,Distributors,Diversified Consumer Services,Diversified REITs,Diversified Telecommunication Services,Electric Utilities,Electrical Equipment,"Electronic Equipment, Instruments & Components",Energy Equipment & Services,Entertainment,Financial Services,Food Products,Gas Utilities,Ground Transportation,Health Care Equipment & Supplies,Health Care Providers & Services,Health Care REITs,Health Care Technology,Hotel & Resort REITs,"Hotels, Restaurants & Leisure",Household Durables,Household Products,Independent Power and Renewable Electricity Producers,Industrial Conglomerates,Industrial REITs,Insurance,Interactive Media & Services,IT Services,Leisure Products,Life Sciences Tools & Services,Machinery,Marine Transportation,Media,Metals & Mining,Mortgage Real Estate Investment Trusts (REITs),Multi-Utilities,Office REITs,"Oil, Gas & Consumable Fuels",Paper & Forest Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Professional Services,Real Estate Management & Development,Residential REITs,Retail REITs,Semiconductors & Semiconductor Equipment,Software,Specialized REITs,Specialty Retail,"Technology Hardware, Storage & Peripherals","Textiles, Apparel & Luxury Goods",Tobacco,Trading Companies & Distributors,Transportation Infrastructure,Water Utilities,Wireless Telecommunication Services,Market
OABI,OmniAb Inc,Health Care,Biotechnology & Medical Research,0.24,0.34,0.48,0.45,0.33,0.39,0.39,0.38,0.26,0.22,0.25,0.21,0.27,0.26,0.24,0.24,0.36,0.21,0.24,0.35,0.49,0.28,0.29,0.30,0.21,0.33,0.22,0.24,0.05,0.51,0.14,0.30,-0.14,0.06,-0.18,0.42,0.35,0.36,0.20,-0.03,0.03,-0.04,0.31,0.07,0.25,0.41,0.35,0.40,0.18,0.29,0.27,0.35,0.29,0.49,0.30,0.45,0.22,0.21,0.34,0.35,0.06,0.42,-0.03,0.29,0.21,0.32,0.18,0.36,0.28,0.36,0.29,0.33,0.41,0.36,0.25,0.37,0.13,0.28,0.29,0.35,0.11,0.32,0.41,0.30,0.35,0.14,0.01,0.13,0.53,0.49,0.34,0.11,0.24,0.43,-0.01,0.12,0.05,0.35,0.18,0.29,0.22,0.42,0.44,0.37,0.23,0.41,0.55,0.43,0.41,0.37,0.35,0.30,0.35,0.33,0.40,0.31,0.36,0.32,0.54,0.38,0.35,0.39,0.40,0.40,0.35,0.32,0.33,0.40,0.35,0.28,0.26,0.42,0.28,0.41,0.23,0.45,0.39,0.21,0.36,0.44,0.32,0.31,0.31,0.46,0.47,0.35,0.32,0.27,0.41,0.39,0.25,0.37,0.28,0.31,0.34,0.37,0.40,0.39,0.51,0.40,0.16,0.40,0.32,0.35,0.17,0.31,0.22,0.28,0.31,0.26,0.51,0.39,0.38,0.28,0.25,0.32,0.42,0.29,0.42,0.28,0.39,0.34,0.37,0.15,0.26,0.24,0.48
OB,Outbrain Inc,Communication Services,Software & IT Services,0.21,0.35,0.38,0.38,0.31,0.35,0.31,0.35,0.25,0.09,0.12,0.09,0.13,0.12,0.14,0.25,0.37,0.24,0.13,0.35,0.39,0.28,0.14,0.23,0.23,0.26,0.19,0.24,0.09,0.29,0.15,0.40,-0.10,0.02,-0.18,0.36,0.30,0.31,0.26,0.01,0.01,0.00,0.31,0.04,0.20,0.37,0.31,0.26,0.16,0.23,0.25,0.34,0.28,0.35,0.30,0.37,0.21,0.14,0.34,0.34,0.10,0.33,-0.03,0.34,0.22,0.23,0.09,0.28,0.24,0.34,0.27,0.28,0.42,0.38,0.24,0.37,0.29,0.27,0.20,0.31,0.09,0.21,0.31,0.22,0.22,0.09,0.12,0.26,0.26,0.23,0.29,0.08,0.25,0.36,0.04,0.12,0.04,0.31,0.16,0.21,0.25,0.39,0.36,0.23,0.29,0.35,0.30,0.41,0.38,0.43,0.32,0.31,0.32,0.43,0.37,0.18,0.31,0.18,0.25,0.33,0.31,0.37,0.43,0.35,0.37,0.41,0.35,0.31,0.25,0.31,0.06,0.35,0.30,0.36,0.27,0.41,0.41,0.30,0.35,0.36,0.19,0.29,0.38,0.33,0.32,0.29,0.30,0.27,0.33,0.30,0.22,0.29,0.29,0.23,0.27,0.40,0.37,0.31,0.29,0.40,0.23,0.31,0.39,0.25,0.24,0.31,0.27,0.27,0.25,0.18,0.28,0.33,0.33,0.25,0.25,0.32,0.34,0.25,0.34,0.27,0.33,0.19,0.36,0.18,0.30,0.27,0.39
OBK,Origin Bancorp Inc,Financials,Banking Services,0.24,0.55,0.54,0.71,0.43,0.57,0.46,0.60,0.32,0.30,0.31,0.29,0.35,0.34,0.33,0.29,0.54,0.18,0.38,0.50,0.56,0.42,0.36,0.39,0.26,0.56,0.23,0.25,0.13,0.36,0.07,0.49,-0.14,0.03,-0.30,0.50,0.43,0.50,0.20,0.07,0.16,0.07,0.43,0.04,0.23,0.55,0.50,0.60,0.22,0.33,0.41,0.54,0.47,0.41,0.43,0.49,0.25,0.38,0.57,0.47,0.14,0.47,-0.03,0.54,0.20,0.43,0.25,0.39,0.30,0.43,0.56,0.34,0.71,0.52,0.47,0.53,0.34,0.32,0.40,0.40,0.11,0.25,0.60,0.35,0.38,0.27,0.05,0.17,0.27,0.40,0.49,0.17,0.29,0.55,0.05,0.17,0.06,0.50,0.16,0.24,0.22,0.54,0.58,0.50,0.39,0.77,0.43,0.59,0.49,0.55,0.59,0.51,0.52,0.48,0.54,0.35,0.80,0.37,0.38,0.50,0.47,0.62,0.57,0.55,0.46,0.47,0.38,0.60,0.51,0.54,0.23,0.46,0.55,0.49,0.41,0.53,0.54,0.34,0.51,0.60,0.47,0.53,0.48,0.39,0.49,0.49,0.43,0.42,0.53,0.51,0.32,0.50,0.43,0.48,0.55,0.46,0.45,0.56,0.46,0.56,0.33,0.51,0.46,0.56,0.41,0.58,0.40,0.46,0.42,0.35,0.37,0.56,0.57,0.51,0.53,0.41,0.46,0.53,0.59,0.39,0.55,0.34,0.53,0.14,0.51,0.30,0.61
OBT,Orange County Bancorp Inc,Financials,Banking Services,0.22,0.40,0.46,0.50,0.33,0.42,0.35,0.44,0.27,0.28,0.24,0.28,0.28,0.28,0.27,0.25,0.39,0.21,0.33,0.39,0.44,0.33,0.33,0.26,0.16,0.37,0.21,0.18,0.08,0.36,0.11,0.34,-0.15,0.00,-0.21,0.38,0.31,0.35,0.12,0.00,0.00,-0.04,0.33,-0.01,0.14,0.36,0.38,0.42,0.22,0.18,0.34,0.37,0.35,0.38,0.32,0.33,0.18,0.22,0.40,0.36,0.11,0.33,-0.05,0.37,0.18,0.28,0.24,0.30,0.25,0.36,0.37,0.30,0.52,0.42,0.27,0.40,0.18,0.26,0.21,0.30,0.17,0.21,0.45,0.15,0.22,0.21,-0.02,0.08,0.36,0.39,0.37,0.22,0.25,0.41,0.02,0.15,-0.01,0.38,0.21,0.22,0.23,0.43,0.43,0.41,0.24,0.53,0.40,0.47,0.39,0.39,0.45,0.37,0.35,0.38,0.42,0.25,0.53,0.32,0.37,0.31,0.42,0.46,0.46,0.46,0.33,0.40,0.32,0.36,0.39,0.44,0.23,0.39,0.41,0.41,0.28,0.46,0.40,0.19,0.35,0.48,0.35,0.37,0.41,0.31,0.41,0.39,0.35,0.40,0.42,0.40,0.32,0.38,0.34,0.37,0.42,0.38,0.33,0.41,0.38,0.45,0.18,0.39,0.29,0.44,0.26,0.40,0.26,0.26,0.26,0.31,0.38,0.42,0.43,0.38,0.40,0.36,0.37,0.36,0.39,0.32,0.39,0.39,0.43,0.11,0.40,0.30,0.47
OC,Owens Corning,Industrials,Homebuilding & Construction Supplies,0.44,0.55,0.56,0.56,0.54,0.63,0.60,0.62,0.46,0.37,0.21,0.37,0.33,0.37,0.28,0.47,0.60,0.26,0.43,0.62,0.42,0.45,0.40,0.29,0.15,0.51,0.35,0.18,0.01,0.41,0.19,0.53,-0.20,-0.05,-0.44,0.55,0.52,0.48,0.13,0.02,0.06,-0.01,0.45,-0.03,0.29,0.43,0.39,0.48,0.41,0.39,0.44,0.49,0.47,0.37,0.48,0.51,0.13,0.23,0.50,0.45,0.24,0.47,0.03,0.53,0.48,0.48,0.24,0.46,0.38,0.49,0.47,0.46,0.49,0.67,0.29,0.62,0.34,0.45,0.39,0.32,0.16,0.33,0.67,0.34,0.32,0.18,0.03,0.14,0.42,0.46,0.57,0.12,0.47,0.40,-0.05,0.12,-0.10,0.39,0.27,0.16,0.15,0.47,0.55,0.42,0.27,0.49,0.44,0.57,0.50,0.49,0.54,0.33,0.37,0.42,0.48,0.30,0.42,0.38,0.39,0.40,0.71,0.56,0.52,0.51,0.41,0.55,0.56,0.50,0.35,0.45,0.31,0.41,0.47,0.36,0.26,0.48,0.50,0.26,0.43,0.52,0.34,0.31,0.52,0.49,0.44,0.37,0.41,0.44,0.58,0.65,0.32,0.35,0.48,0.53,0.34,0.40,0.47,0.44,0.48,0.56,0.32,0.45,0.40,0.47,0.23,0.49,0.26,0.41,0.37,0.40,0.38,0.45,0.53,0.41,0.51,0.47,0.46,0.50,0.49,0.46,0.44,0.20,0.59,0.32,0.34,0.30,0.54
OCFC,OceanFirst Financial Corp,Financials,Banking Services,0.24,0.61,0.60,0.77,0.46,0.61,0.48,0.65,0.34,0.29,0.30,0.28,0.32,0.31,0.30,0.31,0.56,0.28,0.36,0.52,0.59,0.41,0.36,0.41,0.22,0.60,0.29,0.20,0.11,0.47,0.09,0.49,-0.13,-0.07,-0.26,0.53,0.47,0.52,0.23,0.05,0.10,0.05,0.48,-0.05,0.30,0.56,0.51,0.66,0.19,0.32,0.41,0.59,0.52,0.52,0.40,0.54,0.26,0.40,0.65,0.46,0.17,0.50,-0.04,0.55,0.29,0.41,0.28,0.40,0.31,0.48,0.62,0.36,0.74,0.56,0.49,0.56,0.31,0.32,0.41,0.38,0.05,0.29,0.67,0.35,0.38,0.29,0.06,0.21,0.36,0.49,0.52,0.24,0.31,0.55,0.05,0.20,0.10,0.51,0.12,0.27,0.22,0.59,0.63,0.55,0.42,0.81,0.51,0.62,0.50,0.56,0.65,0.53,0.52,0.50,0.57,0.36,0.85,0.41,0.47,0.52,0.52,0.64,0.62,0.56,0.48,0.47,0.41,0.66,0.48,0.56,0.27,0.48,0.61,0.54,0.42,0.57,0.54,0.40,0.49,0.64,0.53,0.55,0.55,0.44,0.53,0.50,0.45,0.49,0.57,0.55,0.38,0.52,0.55,0.54,0.58,0.50,0.48,0.59,0.52,0.60,0.37,0.60,0.46,0.62,0.42,0.68,0.41,0.48,0.44,0.41,0.47,0.56,0.60,0.57,0.60,0.36,0.48,0.54,0.64,0.43,0.60,0.42,0.55,0.20,0.50,0.33,0.66
OCN,Ocwen Financial Corp,Financials,Banking Services,0.25,0.50,0.49,0.58,0.40,0.49,0.40,0.52,0.32,0.22,0.17,0.23,0.22,0.24,0.21,0.30,0.47,0.16,0.27,0.47,0.42,0.34,0.26,0.26,0.15,0.49,0.19,0.16,0.01,0.37,0.09,0.36,-0.21,0.09,-0.25,0.40,0.40,0.43,0.15,0.02,0.00,0.05,0.36,0.10,0.18,0.48,0.45,0.53,0.19,0.25,0.35,0.44,0.47,0.45,0.32,0.47,0.22,0.35,0.47,0.34,0.16,0.35,-0.02,0.50,0.21,0.34,0.22,0.33,0.28,0.36,0.51,0.31,0.61,0.50,0.39,0.48,0.23,0.29,0.23,0.25,0.16,0.29,0.52,0.22,0.26,0.10,0.11,0.12,0.36,0.39,0.40,0.25,0.30,0.41,0.02,0.15,-0.08,0.45,0.17,0.26,0.21,0.43,0.47,0.41,0.37,0.60,0.42,0.52,0.43,0.46,0.50,0.43,0.42,0.45,0.47,0.26,0.58,0.27,0.40,0.35,0.46,0.55,0.53,0.49,0.45,0.47,0.37,0.46,0.40,0.42,0.22,0.34,0.48,0.39,0.36,0.44,0.47,0.32,0.35,0.53,0.40,0.43,0.49,0.37,0.42,0.40,0.25,0.39,0.43,0.46,0.28,0.44,0.43,0.41,0.45,0.37,0.40,0.44,0.42,0.51,0.28,0.43,0.36,0.53,0.31,0.46,0.38,0.41,0.26,0.28,0.40,0.45,0.47,0.43,0.47,0.34,0.40,0.47,0.46,0.32,0.43,0.34,0.54,0.13,0.43,0.26,0.52
OCUL,Ocular Therapeutix Inc,Health Care,Pharmaceuticals,0.25,0.30,0.44,0.36,0.31,0.34,0.34,0.32,0.27,0.21,0.12,0.21,0.16,0.18,0.11,0.25,0.28,0.18,0.20,0.29,0.34,0.23,0.22,0.15,0.08,0.30,0.18,0.10,-0.09,0.51,0.07,0.22,-0.17,0.02,-0.12,0.32,0.25,0.24,0.04,-0.12,-0.13,-0.05,0.27,0.01,0.10,0.26,0.29,0.34,0.21,0.26,0.24,0.29,0.26,0.50,0.23,0.26,0.14,0.24,0.25,0.35,0.22,0.38,-0.10,0.29,0.20,0.30,0.17,0.32,0.30,0.26,0.22,0.31,0.28,0.31,0.19,0.30,0.09,0.27,0.20,0.17,0.06,0.31,0.33,0.11,0.08,0.07,-0.10,0.07,0.55,0.49,0.28,0.06,0.25,0.27,-0.16,0.09,-0.12,0.29,0.10,0.33,0.24,0.30,0.34,0.33,0.17,0.30,0.56,0.35,0.35,0.26,0.30,0.23,0.31,0.16,0.27,0.23,0.24,0.26,0.57,0.29,0.31,0.34,0.33,0.33,0.30,0.30,0.26,0.32,0.27,0.19,0.25,0.28,0.26,0.26,0.17,0.37,0.34,0.16,0.29,0.33,0.31,0.26,0.26,0.42,0.36,0.25,0.31,0.24,0.28,0.32,0.23,0.26,0.19,0.33,0.24,0.27,0.36,0.29,0.42,0.31,0.07,0.29,0.20,0.32,0.14,0.24,0.17,0.25,0.28,0.31,0.58,0.31,0.31,0.20,0.28,0.25,0.36,0.29,0.36,0.28,0.29,0.17,0.32,-0.03,0.24,0.10,0.41
ODC,Oil-Dri Corporation of America,Consumer Staples,Chemicals,0.20,0.22,0.34,0.32,0.25,0.28,0.26,0.28,0.20,0.13,0.16,0.13,0.15,0.15,0.16,0.21,0.25,0.12,0.18,0.28,0.25,0.17,0.17,0.12,0.07,0.24,0.25,0.11,0.00,0.27,-0.05,0.17,-0.12,0.01,-0.16,0.26,0.32,0.24,0.07,0.03,0.04,0.02,0.21,0.01,0.03,0.19,0.21,0.31,0.18,0.22,0.20,0.25,0.18,0.35,0.21,0.24,0.08,0.09,0.20,0.22,-0.03,0.25,-0.02,0.22,0.18,0.22,0.10,0.23,0.18,0.24,0.25,0.23,0.37,0.28,0.12,0.28,0.16,0.21,0.12,0.17,0.09,0.20,0.30,0.15,0.23,0.11,0.01,-0.03,0.32,0.31,0.24,0.12,0.21,0.20,-0.07,0.01,-0.05,0.21,0.08,0.27,0.21,0.27,0.30,0.28,0.11,0.34,0.31,0.30,0.28,0.21,0.28,0.20,0.19,0.19,0.25,0.19,0.31,0.22,0.29,0.21,0.30,0.32,0.26,0.32,0.28,0.34,0.30,0.29,0.28,0.17,0.15,0.26,0.25,0.25,0.15,0.26,0.29,0.10,0.25,0.33,0.22,0.23,0.27,0.27,0.33,0.25,0.31,0.20,0.29,0.27,0.37,0.21,0.23,0.22,0.29,0.26,0.26,0.22,0.29,0.29,0.11,0.24,0.15,0.32,0.11,0.27,0.11,0.21,0.10,0.17,0.28,0.29,0.29,0.24,0.25,0.24,0.27,0.24,0.29,0.27,0.29,0.24,0.33,-0.03,0.25,0.13,0.32
ODFL,Old Dominion Freight Line Inc,Industrials,Freight & Logistics Services,0.18,0.17,0.21,0.16,0.20,0.20,0.23,0.18,0.19,0.01,0.01,0.01,0.01,0.01,-0.01,0.19,0.10,0.06,0.04,0.15,0.13,0.07,0.02,0.08,0.11,0.14,0.07,0.09,0.05,0.15,0.08,0.17,-0.01,-0.03,-0.11,0.20,0.20,0.16,0.11,-0.01,0.01,-0.07,0.16,0.00,0.08,0.12,0.14,0.19,0.21,0.21,0.06,0.11,0.16,0.13,0.20,0.16,0.18,0.02,0.09,0.20,0.06,0.21,0.11,0.11,0.18,0.15,0.04,0.22,0.22,0.20,0.16,0.23,0.14,0.22,0.01,0.16,0.17,0.23,0.15,0.16,0.12,0.11,0.16,0.11,0.12,0.19,0.03,0.08,0.09,0.11,0.19,0.13,0.19,0.09,0.02,0.04,0.15,0.14,0.12,0.18,0.14,0.15,0.15,0.10,0.07,0.17,0.12,0.18,0.19,0.16,0.16,0.07,0.13,0.11,0.12,0.10,0.15,0.15,0.10,0.15,0.15,0.18,0.15,0.12,0.11,0.16,0.20,0.16,0.09,0.03,0.21,0.10,0.15,0.09,0.06,0.14,0.15,0.02,0.14,0.17,0.02,0.04,0.39,0.12,0.08,0.06,0.04,0.13,0.16,0.12,0.06,0.08,0.30,0.17,0.18,0.17,0.18,0.08,0.17,0.14,0.17,0.11,0.17,0.16,0.03,0.14,0.09,0.01,0.11,0.13,0.15,0.13,0.17,0.11,0.14,0.20,0.19,0.14,0.15,0.20,0.11,0.10,0.15,0.12,0.09,0.12,0.17
ODP,ODP Corp,Consumer Discretionary,Specialty Retailers,0.33,0.46,0.50,0.53,0.44,0.49,0.47,0.48,0.38,0.12,0.09,0.11,0.12,0.12,0.12,0.38,0.38,0.18,0.18,0.46,0.46,0.23,0.16,0.27,0.22,0.35,0.22,0.22,-0.01,0.33,0.10,0.39,-0.02,0.04,-0.27,0.44,0.41,0.40,0.06,0.12,0.11,0.06,0.34,0.06,0.19,0.35,0.39,0.36,0.29,0.30,0.23,0.33,0.40,0.37,0.39,0.42,0.21,0.24,0.39,0.43,0.10,0.37,0.00,0.48,0.31,0.40,0.24,0.40,0.37,0.38,0.39,0.37,0.54,0.51,0.26,0.47,0.29,0.38,0.34,0.34,0.20,0.23,0.46,0.19,0.22,0.15,-0.01,-0.02,0.34,0.34,0.45,0.19,0.38,0.43,0.04,0.14,0.01,0.39,0.17,0.29,0.30,0.44,0.52,0.43,0.36,0.49,0.40,0.52,0.45,0.41,0.40,0.28,0.46,0.44,0.46,0.40,0.46,0.41,0.37,0.40,0.49,0.47,0.46,0.46,0.43,0.50,0.37,0.47,0.42,0.40,0.27,0.44,0.36,0.37,0.19,0.45,0.47,0.32,0.39,0.46,0.33,0.30,0.50,0.38,0.42,0.27,0.34,0.44,0.46,0.48,0.31,0.35,0.39,0.35,0.37,0.39,0.41,0.47,0.37,0.51,0.25,0.43,0.33,0.38,0.14,0.34,0.36,0.33,0.31,0.32,0.35,0.40,0.41,0.26,0.36,0.41,0.40,0.38,0.51,0.34,0.44,0.37,0.55,0.34,0.30,0.21,0.50
OEC,Orion SA,Materials,Chemicals,0.24,0.50,0.55,0.58,0.40,0.57,0.51,0.58,0.31,0.23,0.18,0.23,0.21,0.22,0.23,0.30,0.57,0.35,0.30,0.59,0.51,0.38,0.28,0.37,0.24,0.46,0.39,0.23,0.12,0.38,0.10,0.55,-0.15,-0.05,-0.22,0.49,0.44,0.43,0.29,-0.07,0.05,-0.09,0.43,-0.03,0.26,0.48,0.49,0.45,0.22,0.31,0.38,0.49,0.41,0.40,0.43,0.54,0.30,0.15,0.51,0.41,0.13,0.45,-0.07,0.46,0.21,0.37,0.20,0.38,0.29,0.47,0.39,0.38,0.53,0.58,0.36,0.59,0.23,0.33,0.40,0.45,0.15,0.19,0.56,0.30,0.32,0.20,0.01,0.25,0.38,0.42,0.48,0.06,0.30,0.48,-0.03,0.16,0.09,0.49,0.20,0.20,0.17,0.48,0.54,0.44,0.34,0.50,0.44,0.57,0.48,0.57,0.50,0.42,0.43,0.42,0.54,0.36,0.45,0.32,0.40,0.38,0.54,0.48,0.59,0.55,0.43,0.52,0.42,0.46,0.44,0.53,0.26,0.44,0.45,0.44,0.34,0.50,0.48,0.33,0.41,0.53,0.37,0.39,0.55,0.46,0.43,0.35,0.44,0.38,0.55,0.53,0.30,0.42,0.47,0.47,0.37,0.48,0.47,0.51,0.47,0.57,0.15,0.43,0.49,0.45,0.33,0.46,0.33,0.41,0.41,0.42,0.37,0.49,0.51,0.44,0.45,0.40,0.45,0.43,0.48,0.35,0.48,0.26,0.56,0.24,0.42,0.27,0.55
OFG,OFG Bancorp,Financials,Banking Services,0.28,0.61,0.59,0.74,0.48,0.61,0.49,0.65,0.37,0.27,0.24,0.27,0.28,0.28,0.29,0.36,0.57,0.17,0.34,0.58,0.52,0.41,0.33,0.41,0.21,0.56,0.31,0.19,0.04,0.43,0.10,0.50,-0.10,0.01,-0.29,0.50,0.42,0.55,0.17,0.05,0.08,0.08,0.48,0.04,0.26,0.54,0.54,0.59,0.21,0.33,0.41,0.51,0.54,0.47,0.37,0.49,0.14,0.40,0.61,0.44,0.07,0.43,-0.04,0.58,0.30,0.36,0.29,0.36,0.28,0.45,0.64,0.35,0.72,0.60,0.50,0.60,0.31,0.34,0.40,0.26,0.08,0.32,0.64,0.28,0.35,0.21,0.06,0.14,0.36,0.47,0.54,0.29,0.36,0.49,0.01,0.18,0.02,0.54,0.16,0.26,0.23,0.55,0.59,0.52,0.42,0.77,0.49,0.61,0.48,0.53,0.62,0.55,0.50,0.51,0.54,0.30,0.78,0.42,0.46,0.46,0.57,0.66,0.58,0.58,0.46,0.52,0.49,0.62,0.46,0.55,0.21,0.49,0.58,0.49,0.48,0.54,0.52,0.37,0.45,0.63,0.49,0.53,0.51,0.45,0.51,0.52,0.42,0.49,0.55,0.57,0.34,0.51,0.51,0.50,0.58,0.47,0.42,0.54,0.51,0.61,0.32,0.56,0.43,0.56,0.42,0.61,0.43,0.48,0.45,0.41,0.40,0.54,0.59,0.53,0.59,0.36,0.46,0.53,0.58,0.42,0.56,0.36,0.59,0.10,0.53,0.30,0.63
OFIX,Orthofix Medical Inc,Health Care,Healthcare Equipment & Supplies,0.29,0.35,0.40,0.39,0.36,0.41,0.40,0.39,0.31,0.18,0.17,0.17,0.19,0.19,0.23,0.31,0.36,0.12,0.18,0.37,0.33,0.26,0.20,0.20,0.20,0.36,0.23,0.19,0.05,0.41,0.16,0.33,-0.15,-0.06,-0.22,0.42,0.38,0.32,0.16,0.02,0.16,-0.06,0.29,-0.07,0.17,0.28,0.26,0.34,0.21,0.27,0.27,0.31,0.31,0.33,0.32,0.43,0.17,0.19,0.36,0.38,0.14,0.35,-0.07,0.32,0.29,0.31,0.27,0.38,0.31,0.32,0.25,0.36,0.34,0.39,0.26,0.38,0.34,0.35,0.28,0.31,0.08,0.26,0.41,0.23,0.29,0.19,0.02,0.11,0.33,0.31,0.34,0.06,0.31,0.31,0.06,0.13,0.03,0.26,0.10,0.20,0.21,0.37,0.38,0.32,0.15,0.31,0.39,0.37,0.36,0.34,0.33,0.27,0.33,0.37,0.31,0.22,0.25,0.28,0.35,0.35,0.35,0.35,0.34,0.32,0.35,0.29,0.31,0.35,0.28,0.33,0.30,0.34,0.32,0.28,0.23,0.32,0.35,0.14,0.33,0.34,0.25,0.28,0.32,0.44,0.36,0.26,0.33,0.27,0.36,0.37,0.33,0.26,0.25,0.30,0.29,0.35,0.35,0.35,0.33,0.39,0.14,0.36,0.30,0.29,0.21,0.28,0.15,0.21,0.24,0.30,0.33,0.31,0.33,0.30,0.27,0.29,0.35,0.31,0.36,0.27,0.35,0.22,0.33,0.11,0.23,0.14,0.39
OFLX,Omega Flex Inc,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",0.16,0.36,0.45,0.46,0.28,0.39,0.33,0.40,0.20,0.14,0.08,0.13,0.13,0.14,0.12,0.20,0.39,0.18,0.18,0.39,0.38,0.17,0.14,0.14,0.08,0.34,0.16,0.07,-0.01,0.27,-0.07,0.33,-0.10,-0.06,-0.17,0.39,0.24,0.29,0.12,0.07,-0.02,0.06,0.30,-0.03,0.14,0.34,0.30,0.35,0.20,0.16,0.16,0.36,0.30,0.29,0.32,0.39,0.19,0.21,0.38,0.30,0.20,0.35,0.00,0.42,0.16,0.25,0.09,0.29,0.26,0.26,0.32,0.28,0.45,0.42,0.17,0.39,0.17,0.24,0.13,0.23,0.07,0.14,0.42,0.21,0.23,0.18,0.13,0.12,0.30,0.31,0.37,0.08,0.20,0.37,-0.02,0.25,-0.02,0.30,0.13,0.27,0.19,0.35,0.39,0.31,0.21,0.42,0.34,0.45,0.40,0.38,0.42,0.24,0.31,0.38,0.37,0.24,0.41,0.21,0.30,0.30,0.43,0.39,0.42,0.37,0.35,0.41,0.29,0.38,0.28,0.33,0.18,0.27,0.40,0.33,0.17,0.44,0.43,0.22,0.29,0.36,0.26,0.28,0.39,0.32,0.34,0.35,0.31,0.43,0.35,0.40,0.21,0.27,0.38,0.34,0.29,0.29,0.35,0.37,0.33,0.47,0.15,0.37,0.32,0.35,0.14,0.41,0.20,0.27,0.31,0.32,0.34,0.36,0.37,0.34,0.37,0.34,0.36,0.37,0.38,0.38,0.37,0.22,0.42,0.20,0.30,0.08,0.42
